===30epoch, lr=5e-5
running on cuda5
Files already downloaded and verified
Files already downloaded and verified
path=./exp_result_2048_25/cifar10/CAE/main_task_acc.txt
num_exp:1, epochs:30, batchsize:2048, lambda:1.0
Epoch 0% 	 train_loss:6.49 train_acc:0.07 test_acc:0.09
Epoch 2% 	 train_loss:4.16 train_acc:0.06 test_acc:0.16
Epoch 3% 	 train_loss:3.76 train_acc:0.07 test_acc:0.20
Epoch 4% 	 train_loss:3.52 train_acc:0.08 test_acc:0.20
Epoch 5% 	 train_loss:3.41 train_acc:0.07 test_acc:0.23
Epoch 6% 	 train_loss:3.23 train_acc:0.05 test_acc:0.21
Epoch 7% 	 train_loss:3.10 train_acc:0.05 test_acc:0.26
Epoch 8% 	 train_loss:3.04 train_acc:0.05 test_acc:0.23
Epoch 9% 	 train_loss:2.95 train_acc:0.05 test_acc:0.24
Epoch 10% 	 train_loss:2.91 train_acc:0.04 test_acc:0.25
Epoch 11% 	 train_loss:2.82 train_acc:0.05 test_acc:0.27
Epoch 12% 	 train_loss:2.81 train_acc:0.05 test_acc:0.28
Epoch 13% 	 train_loss:2.76 train_acc:0.04 test_acc:0.29
Epoch 14% 	 train_loss:2.72 train_acc:0.04 test_acc:0.28
Epoch 15% 	 train_loss:2.72 train_acc:0.04 test_acc:0.30
Epoch 16% 	 train_loss:2.64 train_acc:0.05 test_acc:0.30
Epoch 17% 	 train_loss:2.62 train_acc:0.03 test_acc:0.30
Epoch 18% 	 train_loss:2.60 train_acc:0.03 test_acc:0.33
Epoch 19% 	 train_loss:2.59 train_acc:0.03 test_acc:0.33
Epoch 20% 	 train_loss:2.59 train_acc:0.02 test_acc:0.33
Epoch 21% 	 train_loss:2.52 train_acc:0.03 test_acc:0.33
Epoch 22% 	 train_loss:2.53 train_acc:0.03 test_acc:0.33
Epoch 23% 	 train_loss:2.53 train_acc:0.02 test_acc:0.33
Epoch 24% 	 train_loss:2.54 train_acc:0.02 test_acc:0.33
Epoch 25% 	 train_loss:2.53 train_acc:0.02 test_acc:0.36
Epoch 26% 	 train_loss:2.51 train_acc:0.02 test_acc:0.35
Epoch 27% 	 train_loss:2.48 train_acc:0.01 test_acc:0.36
Epoch 28% 	 train_loss:2.48 train_acc:0.02 test_acc:0.34
Epoch 29% 	 train_loss:2.46 train_acc:0.01 test_acc:0.35
time used = 675.7447819709778
num_exp:1, epochs:30, batchsize:2048, lambda:0.5
Epoch 0% 	 train_loss:6.13 train_acc:0.07 test_acc:0.12
Epoch 1% 	 train_loss:4.94 train_acc:0.06 test_acc:0.19
Epoch 2% 	 train_loss:4.29 train_acc:0.06 test_acc:0.20
Epoch 3% 	 train_loss:3.77 train_acc:0.07 test_acc:0.22
Epoch 4% 	 train_loss:3.51 train_acc:0.07 test_acc:0.25
Epoch 5% 	 train_loss:3.38 train_acc:0.07 test_acc:0.26
Epoch 6% 	 train_loss:3.23 train_acc:0.05 test_acc:0.28
Epoch 7% 	 train_loss:3.16 train_acc:0.06 test_acc:0.30
Epoch 8% 	 train_loss:3.06 train_acc:0.05 test_acc:0.30
Epoch 9% 	 train_loss:2.99 train_acc:0.05 test_acc:0.31
Epoch 10% 	 train_loss:2.91 train_acc:0.04 test_acc:0.33
Epoch 11% 	 train_loss:2.84 train_acc:0.06 test_acc:0.33
Epoch 12% 	 train_loss:2.80 train_acc:0.05 test_acc:0.34
Epoch 13% 	 train_loss:2.78 train_acc:0.04 test_acc:0.34
Epoch 14% 	 train_loss:2.68 train_acc:0.02 test_acc:0.34
Epoch 15% 	 train_loss:2.67 train_acc:0.03 test_acc:0.36
Epoch 16% 	 train_loss:2.62 train_acc:0.05 test_acc:0.36
Epoch 17% 	 train_loss:2.62 train_acc:0.03 test_acc:0.37
Epoch 18% 	 train_loss:2.59 train_acc:0.03 test_acc:0.38
Epoch 19% 	 train_loss:2.58 train_acc:0.02 test_acc:0.38
Epoch 20% 	 train_loss:2.54 train_acc:0.03 test_acc:0.38
Epoch 21% 	 train_loss:2.57 train_acc:0.02 test_acc:0.38
Epoch 22% 	 train_loss:2.50 train_acc:0.02 test_acc:0.39
Epoch 23% 	 train_loss:2.51 train_acc:0.02 test_acc:0.39
Epoch 24% 	 train_loss:2.50 train_acc:0.02 test_acc:0.39
Epoch 25% 	 train_loss:2.45 train_acc:0.02 test_acc:0.40
Epoch 26% 	 train_loss:2.48 train_acc:0.01 test_acc:0.39
Epoch 27% 	 train_loss:2.43 train_acc:0.01 test_acc:0.42
Epoch 28% 	 train_loss:2.42 train_acc:0.01 test_acc:0.41
Epoch 29% 	 train_loss:2.46 train_acc:0.01 test_acc:0.42
time used = 601.3065588474274
num_exp:1, epochs:30, batchsize:2048, lambda:0.1
Epoch 0% 	 train_loss:3.76 train_acc:0.06 test_acc:0.11
Epoch 1% 	 train_loss:1.80 train_acc:0.02 test_acc:0.39
Epoch 2% 	 train_loss:1.24 train_acc:0.02 test_acc:0.42
Epoch 3% 	 train_loss:0.89 train_acc:0.01 test_acc:0.43
Epoch 4% 	 train_loss:0.74 train_acc:0.01 test_acc:0.44
Epoch 5% 	 train_loss:0.60 train_acc:0.01 test_acc:0.44
Epoch 6% 	 train_loss:0.59 train_acc:0.00 test_acc:0.45
Epoch 7% 	 train_loss:0.50 train_acc:0.01 test_acc:0.44
Epoch 8% 	 train_loss:0.53 train_acc:0.00 test_acc:0.46
Epoch 9% 	 train_loss:0.57 train_acc:0.01 test_acc:0.44
Epoch 10% 	 train_loss:0.51 train_acc:0.00 test_acc:0.44
Epoch 11% 	 train_loss:0.39 train_acc:0.00 test_acc:0.46
Epoch 12% 	 train_loss:0.36 train_acc:0.00 test_acc:0.47
Epoch 13% 	 train_loss:0.36 train_acc:0.00 test_acc:0.47
Epoch 14% 	 train_loss:0.42 train_acc:0.00 test_acc:0.47
Epoch 15% 	 train_loss:0.35 train_acc:0.00 test_acc:0.47
Epoch 16% 	 train_loss:0.40 train_acc:0.00 test_acc:0.47
Epoch 17% 	 train_loss:0.31 train_acc:0.00 test_acc:0.46
Epoch 18% 	 train_loss:0.31 train_acc:0.00 test_acc:0.48
Epoch 19% 	 train_loss:0.33 train_acc:0.00 test_acc:0.47
Epoch 20% 	 train_loss:0.33 train_acc:0.00 test_acc:0.47
Epoch 21% 	 train_loss:0.32 train_acc:0.00 test_acc:0.47
Epoch 22% 	 train_loss:0.30 train_acc:0.00 test_acc:0.48
Epoch 23% 	 train_loss:0.33 train_acc:0.00 test_acc:0.47
Epoch 24% 	 train_loss:0.31 train_acc:0.00 test_acc:0.46
Epoch 25% 	 train_loss:0.26 train_acc:0.00 test_acc:0.48
Epoch 26% 	 train_loss:0.53 train_acc:0.00 test_acc:0.47
Epoch 27% 	 train_loss:0.30 train_acc:0.00 test_acc:0.47
Epoch 28% 	 train_loss:0.27 train_acc:0.00 test_acc:0.47
Epoch 29% 	 train_loss:0.29 train_acc:0.00 test_acc:0.47
time used = 602.3233397006989
num_exp:1, epochs:30, batchsize:2048, lambda:0.0
Epoch 0% 	 train_loss:3.95 train_acc:0.06 test_acc:0.13
Epoch 1% 	 train_loss:1.57 train_acc:0.03 test_acc:0.46
Epoch 2% 	 train_loss:1.03 train_acc:0.03 test_acc:0.51
Epoch 3% 	 train_loss:0.62 train_acc:0.02 test_acc:0.51
Epoch 4% 	 train_loss:0.42 train_acc:0.01 test_acc:0.52
Epoch 5% 	 train_loss:0.30 train_acc:0.01 test_acc:0.51
Epoch 6% 	 train_loss:0.41 train_acc:0.01 test_acc:0.53
Epoch 7% 	 train_loss:0.18 train_acc:0.00 test_acc:0.51
Epoch 8% 	 train_loss:0.21 train_acc:0.00 test_acc:0.53
Epoch 9% 	 train_loss:0.11 train_acc:0.00 test_acc:0.54
Epoch 10% 	 train_loss:0.13 train_acc:0.01 test_acc:0.54
Epoch 11% 	 train_loss:0.14 train_acc:0.00 test_acc:0.54
Epoch 12% 	 train_loss:0.08 train_acc:0.00 test_acc:0.54
Epoch 13% 	 train_loss:0.10 train_acc:0.01 test_acc:0.54
Epoch 14% 	 train_loss:0.10 train_acc:0.00 test_acc:0.54
Epoch 15% 	 train_loss:0.05 train_acc:0.00 test_acc:0.54
Epoch 16% 	 train_loss:0.05 train_acc:0.00 test_acc:0.54
Epoch 17% 	 train_loss:0.07 train_acc:0.00 test_acc:0.54
Epoch 18% 	 train_loss:0.06 train_acc:0.00 test_acc:0.55
Epoch 19% 	 train_loss:0.04 train_acc:0.00 test_acc:0.55
Epoch 20% 	 train_loss:0.04 train_acc:0.00 test_acc:0.55
Epoch 21% 	 train_loss:0.08 train_acc:0.00 test_acc:0.54
Epoch 22% 	 train_loss:0.06 train_acc:0.00 test_acc:0.54
Epoch 23% 	 train_loss:0.05 train_acc:0.00 test_acc:0.55
Epoch 24% 	 train_loss:0.08 train_acc:0.00 test_acc:0.55
Epoch 25% 	 train_loss:0.06 train_acc:0.00 test_acc:0.54
Epoch 26% 	 train_loss:0.06 train_acc:0.00 test_acc:0.54
Epoch 27% 	 train_loss:0.07 train_acc:0.00 test_acc:0.54
Epoch 28% 	 train_loss:0.04 train_acc:0.00 test_acc:0.54
Epoch 29% 	 train_loss:0.06 train_acc:0.00 test_acc:0.54
time used = 704.8237679004669
===30epoch, lr=1e-3
running on cuda5
Files already downloaded and verified
Files already downloaded and verified
path=./exp_result_2048_25/cifar10/CAE/main_task_acc.txt
num_exp:1, epochs:30, batchsize:2048, lambda:1.0
Epoch 0% 	 train_loss:4.77 train_acc:0.09 test_acc:0.12
Epoch 1% 	 train_loss:3.92 train_acc:0.08 test_acc:0.15
Epoch 2% 	 train_loss:3.29 train_acc:0.08 test_acc:0.15
Epoch 3% 	 train_loss:2.97 train_acc:0.05 test_acc:0.17
Epoch 4% 	 train_loss:2.88 train_acc:0.06 test_acc:0.16
Epoch 5% 	 train_loss:2.84 train_acc:0.06 test_acc:0.16
Epoch 6% 	 train_loss:2.73 train_acc:0.05 test_acc:0.22
Epoch 7% 	 train_loss:2.67 train_acc:0.06 test_acc:0.26
Epoch 8% 	 train_loss:2.71 train_acc:0.03 test_acc:0.15
Epoch 9% 	 train_loss:2.66 train_acc:0.05 test_acc:0.24
Epoch 10% 	 train_loss:2.60 train_acc:0.02 test_acc:0.29
Epoch 11% 	 train_loss:2.57 train_acc:0.04 test_acc:0.28
Epoch 12% 	 train_loss:2.52 train_acc:0.02 test_acc:0.30
Epoch 13% 	 train_loss:2.54 train_acc:0.02 test_acc:0.32
Epoch 14% 	 train_loss:2.50 train_acc:0.01 test_acc:0.37
Epoch 15% 	 train_loss:2.51 train_acc:0.01 test_acc:0.34
Epoch 16% 	 train_loss:2.55 train_acc:0.01 test_acc:0.27
Epoch 17% 	 train_loss:2.47 train_acc:0.01 test_acc:0.35
Epoch 18% 	 train_loss:2.46 train_acc:0.01 test_acc:0.36
Epoch 19% 	 train_loss:2.45 train_acc:0.01 test_acc:0.20
Epoch 20% 	 train_loss:2.47 train_acc:0.01 test_acc:0.37
Epoch 21% 	 train_loss:2.46 train_acc:0.01 test_acc:0.14
Epoch 22% 	 train_loss:2.44 train_acc:0.01 test_acc:0.40
Epoch 23% 	 train_loss:2.42 train_acc:0.00 test_acc:0.38
Epoch 24% 	 train_loss:2.40 train_acc:0.00 test_acc:0.41
Epoch 25% 	 train_loss:2.40 train_acc:0.00 test_acc:0.40
Epoch 26% 	 train_loss:2.41 train_acc:0.00 test_acc:0.38
Epoch 27% 	 train_loss:2.42 train_acc:0.00 test_acc:0.33
Epoch 28% 	 train_loss:2.40 train_acc:0.00 test_acc:0.42
Epoch 29% 	 train_loss:2.38 train_acc:0.00 test_acc:0.43
time used = 782.0703706741333
num_exp:1, epochs:30, batchsize:2048, lambda:0.5
Epoch 0% 	 train_loss:4.86 train_acc:0.08 test_acc:0.13
Epoch 1% 	 train_loss:3.85 train_acc:0.08 test_acc:0.21
Epoch 2% 	 train_loss:3.40 train_acc:0.07 test_acc:0.23
Epoch 3% 	 train_loss:3.17 train_acc:0.05 test_acc:0.20
Epoch 4% 	 train_loss:2.98 train_acc:0.05 test_acc:0.24
Epoch 5% 	 train_loss:3.11 train_acc:0.06 test_acc:0.12
Epoch 6% 	 train_loss:2.86 train_acc:0.06 test_acc:0.20
Epoch 7% 	 train_loss:2.90 train_acc:0.04 test_acc:0.31
Epoch 8% 	 train_loss:2.69 train_acc:0.05 test_acc:0.24
Epoch 9% 	 train_loss:2.61 train_acc:0.03 test_acc:0.32
Epoch 10% 	 train_loss:2.64 train_acc:0.02 test_acc:0.30
Epoch 11% 	 train_loss:2.55 train_acc:0.03 test_acc:0.32
Epoch 12% 	 train_loss:2.52 train_acc:0.03 test_acc:0.34
Epoch 13% 	 train_loss:2.65 train_acc:0.03 test_acc:0.37
Epoch 14% 	 train_loss:2.53 train_acc:0.02 test_acc:0.33
Epoch 15% 	 train_loss:2.56 train_acc:0.02 test_acc:0.32
Epoch 16% 	 train_loss:2.52 train_acc:0.01 test_acc:0.38
Epoch 17% 	 train_loss:2.55 train_acc:0.01 test_acc:0.35
Epoch 18% 	 train_loss:2.49 train_acc:0.02 test_acc:0.44
Epoch 19% 	 train_loss:2.48 train_acc:0.01 test_acc:0.43
Epoch 20% 	 train_loss:2.45 train_acc:0.01 test_acc:0.42
Epoch 21% 	 train_loss:2.46 train_acc:0.01 test_acc:0.43
Epoch 22% 	 train_loss:2.44 train_acc:0.01 test_acc:0.44
Epoch 23% 	 train_loss:2.49 train_acc:0.01 test_acc:0.43
Epoch 24% 	 train_loss:2.44 train_acc:0.01 test_acc:0.30
Epoch 25% 	 train_loss:2.41 train_acc:0.00 test_acc:0.41
Epoch 26% 	 train_loss:2.39 train_acc:0.01 test_acc:0.46
Epoch 27% 	 train_loss:2.40 train_acc:0.00 test_acc:0.44
Epoch 28% 	 train_loss:2.39 train_acc:0.00 test_acc:0.46
Epoch 29% 	 train_loss:2.38 train_acc:0.00 test_acc:0.45
time used = 601.7478511333466
num_exp:1, epochs:30, batchsize:2048, lambda:0.1
Epoch 0% 	 train_loss:3.50 train_acc:0.06 test_acc:0.21
Epoch 1% 	 train_loss:2.52 train_acc:0.05 test_acc:0.33
Epoch 2% 	 train_loss:2.17 train_acc:0.04 test_acc:0.37
Epoch 3% 	 train_loss:1.62 train_acc:0.04 test_acc:0.38
Epoch 4% 	 train_loss:1.66 train_acc:0.04 test_acc:0.30
Epoch 5% 	 train_loss:1.17 train_acc:0.04 test_acc:0.41
Epoch 6% 	 train_loss:1.06 train_acc:0.03 test_acc:0.40
Epoch 7% 	 train_loss:0.85 train_acc:0.02 test_acc:0.42
Epoch 8% 	 train_loss:0.78 train_acc:0.02 test_acc:0.42
Epoch 9% 	 train_loss:0.67 train_acc:0.02 test_acc:0.43
Epoch 10% 	 train_loss:0.58 train_acc:0.01 test_acc:0.43
Epoch 11% 	 train_loss:0.52 train_acc:0.01 test_acc:0.43
Epoch 12% 	 train_loss:0.45 train_acc:0.00 test_acc:0.43
Epoch 13% 	 train_loss:0.38 train_acc:0.01 test_acc:0.46
Epoch 14% 	 train_loss:0.36 train_acc:0.00 test_acc:0.45
Epoch 15% 	 train_loss:0.47 train_acc:0.00 test_acc:0.46
Epoch 16% 	 train_loss:0.35 train_acc:0.00 test_acc:0.45
Epoch 17% 	 train_loss:0.33 train_acc:0.00 test_acc:0.44
Epoch 18% 	 train_loss:0.30 train_acc:0.00 test_acc:0.46
Epoch 19% 	 train_loss:0.29 train_acc:0.01 test_acc:0.47
Epoch 20% 	 train_loss:0.27 train_acc:0.00 test_acc:0.46
Epoch 21% 	 train_loss:0.25 train_acc:0.00 test_acc:0.48
Epoch 22% 	 train_loss:0.22 train_acc:0.00 test_acc:0.47
Epoch 23% 	 train_loss:0.20 train_acc:0.00 test_acc:0.46
Epoch 24% 	 train_loss:0.17 train_acc:0.00 test_acc:0.48
Epoch 25% 	 train_loss:0.24 train_acc:0.00 test_acc:0.48
Epoch 26% 	 train_loss:0.20 train_acc:0.00 test_acc:0.49
Epoch 27% 	 train_loss:0.22 train_acc:0.00 test_acc:0.47
Epoch 28% 	 train_loss:0.19 train_acc:0.00 test_acc:0.49
Epoch 29% 	 train_loss:0.16 train_acc:0.00 test_acc:0.49
time used = 608.8759491443634
num_exp:1, epochs:30, batchsize:2048, lambda:0.0
Epoch 0% 	 train_loss:3.32 train_acc:0.05 test_acc:0.23
Epoch 1% 	 train_loss:2.48 train_acc:0.05 test_acc:0.46
Epoch 2% 	 train_loss:2.00 train_acc:0.05 test_acc:0.50
Epoch 3% 	 train_loss:1.88 train_acc:0.06 test_acc:0.51
Epoch 4% 	 train_loss:1.35 train_acc:0.03 test_acc:0.53
Epoch 5% 	 train_loss:1.26 train_acc:0.03 test_acc:0.54
Epoch 6% 	 train_loss:1.01 train_acc:0.03 test_acc:0.50
Epoch 7% 	 train_loss:0.94 train_acc:0.02 test_acc:0.55
Epoch 8% 	 train_loss:0.83 train_acc:0.03 test_acc:0.53
Epoch 9% 	 train_loss:0.60 train_acc:0.02 test_acc:0.54
Epoch 10% 	 train_loss:0.54 train_acc:0.02 test_acc:0.53
Epoch 11% 	 train_loss:0.41 train_acc:0.01 test_acc:0.55
Epoch 12% 	 train_loss:0.39 train_acc:0.01 test_acc:0.54
Epoch 13% 	 train_loss:0.39 train_acc:0.01 test_acc:0.52
Epoch 14% 	 train_loss:0.32 train_acc:0.01 test_acc:0.55
Epoch 15% 	 train_loss:0.35 train_acc:0.01 test_acc:0.55
Epoch 16% 	 train_loss:0.21 train_acc:0.01 test_acc:0.55
Epoch 17% 	 train_loss:0.20 train_acc:0.00 test_acc:0.55
Epoch 18% 	 train_loss:0.18 train_acc:0.00 test_acc:0.56
Epoch 19% 	 train_loss:0.21 train_acc:0.00 test_acc:0.54
Epoch 20% 	 train_loss:0.24 train_acc:0.01 test_acc:0.57
Epoch 21% 	 train_loss:0.12 train_acc:0.00 test_acc:0.56
Epoch 22% 	 train_loss:0.11 train_acc:0.01 test_acc:0.56
Epoch 23% 	 train_loss:0.10 train_acc:0.00 test_acc:0.55
Epoch 24% 	 train_loss:0.14 train_acc:0.01 test_acc:0.57
