2
w/o
running on cuda5
path=./exp_result_2048_2/mnist/main_task_acc.txt
Epoch 0% 	 train_loss:1.27 train_acc:0.81 test_acc:0.74
Epoch 13% 	 train_loss:0.17 train_acc:0.97 test_acc:0.94
Epoch 14% 	 train_loss:0.17 train_acc:0.97 test_acc:0.94
Epoch 15% 	 train_loss:0.16 train_acc:0.97 test_acc:0.94
Epoch 16% 	 train_loss:0.15 train_acc:0.97 test_acc:0.94
Epoch 17% 	 train_loss:0.15 train_acc:0.97 test_acc:0.94
Epoch 18% 	 train_loss:0.14 train_acc:0.97 test_acc:0.95
Epoch 19% 	 train_loss:0.14 train_acc:0.97 test_acc:0.95
time used = 89.40032601356506
Epoch 0% 	 train_loss:1.31 train_acc:0.77 test_acc:0.75
Epoch 1% 	 train_loss:0.65 train_acc:0.87 test_acc:0.84
Epoch 2% 	 train_loss:0.42 train_acc:0.91 test_acc:0.88
Epoch 3% 	 train_loss:0.33 train_acc:0.92 test_acc:0.90
Epoch 4% 	 train_loss:0.29 train_acc:0.94 test_acc:0.91
Epoch 5% 	 train_loss:0.27 train_acc:0.95 test_acc:0.91
Epoch 6% 	 train_loss:0.25 train_acc:0.95 test_acc:0.92
Epoch 7% 	 train_loss:0.24 train_acc:0.95 test_acc:0.92
Epoch 8% 	 train_loss:0.23 train_acc:0.96 test_acc:0.92
Epoch 9% 	 train_loss:0.22 train_acc:0.96 test_acc:0.93
Epoch 10% 	 train_loss:0.21 train_acc:0.96 test_acc:0.93
Epoch 11% 	 train_loss:0.20 train_acc:0.96 test_acc:0.93
Epoch 12% 	 train_loss:0.19 train_acc:0.96 test_acc:0.94
Epoch 13% 	 train_loss:0.19 train_acc:0.96 test_acc:0.94
Epoch 14% 	 train_loss:0.18 train_acc:0.96 test_acc:0.94
Epoch 15% 	 train_loss:0.18 train_acc:0.97 test_acc:0.94
Epoch 16% 	 train_loss:0.17 train_acc:0.97 test_acc:0.94
Epoch 17% 	 train_loss:0.17 train_acc:0.97 test_acc:0.95
Epoch 18% 	 train_loss:0.16 train_acc:0.97 test_acc:0.95
Epoch 19% 	 train_loss:0.16 train_acc:0.97 test_acc:0.95
time used = 89.25379633903503
mid
running on cuda5
path=./exp_result_2048_2/mnist/MID/main_task_acc.txt
Epoch 0% 	 train_loss:1.63 train_acc:0.63 test_acc:0.59
Epoch 1% 	 train_loss:0.87 train_acc:0.75 test_acc:0.72
Epoch 2% 	 train_loss:0.55 train_acc:0.87 test_acc:0.82
Epoch 3% 	 train_loss:0.39 train_acc:0.90 test_acc:0.87
Epoch 4% 	 train_loss:0.32 train_acc:0.93 test_acc:0.89
Epoch 5% 	 train_loss:0.30 train_acc:0.94 test_acc:0.90
Epoch 6% 	 train_loss:0.26 train_acc:0.94 test_acc:0.91
Epoch 7% 	 train_loss:0.24 train_acc:0.94 test_acc:0.91
Epoch 8% 	 train_loss:0.22 train_acc:0.95 test_acc:0.92
Epoch 9% 	 train_loss:0.21 train_acc:0.95 test_acc:0.92
Epoch 10% 	 train_loss:0.20 train_acc:0.96 test_acc:0.93
Epoch 11% 	 train_loss:0.19 train_acc:0.96 test_acc:0.93
Epoch 12% 	 train_loss:0.18 train_acc:0.96 test_acc:0.93
Epoch 13% 	 train_loss:0.17 train_acc:0.97 test_acc:0.94
Epoch 14% 	 train_loss:0.16 train_acc:0.96 test_acc:0.94
Epoch 15% 	 train_loss:0.16 train_acc:0.97 test_acc:0.94
Epoch 16% 	 train_loss:0.16 train_acc:0.97 test_acc:0.94
Epoch 17% 	 train_loss:0.15 train_acc:0.97 test_acc:0.94
Epoch 18% 	 train_loss:0.14 train_acc:0.96 test_acc:0.94
Epoch 19% 	 train_loss:0.14 train_acc:0.97 test_acc:0.95
time used = 90.5710985660553
Epoch 0% 	 train_loss:1.30 train_acc:0.66 test_acc:0.64
Epoch 1% 	 train_loss:0.63 train_acc:0.85 test_acc:0.80
Epoch 2% 	 train_loss:0.45 train_acc:0.90 test_acc:0.85
Epoch 3% 	 train_loss:0.36 train_acc:0.92 test_acc:0.87
Epoch 4% 	 train_loss:0.31 train_acc:0.93 test_acc:0.89
Epoch 5% 	 train_loss:0.28 train_acc:0.94 test_acc:0.90
Epoch 6% 	 train_loss:0.25 train_acc:0.95 test_acc:0.91
Epoch 7% 	 train_loss:0.23 train_acc:0.95 test_acc:0.91
Epoch 8% 	 train_loss:0.21 train_acc:0.96 test_acc:0.92
Epoch 9% 	 train_loss:0.20 train_acc:0.95 test_acc:0.93
Epoch 10% 	 train_loss:0.19 train_acc:0.96 test_acc:0.93
Epoch 11% 	 train_loss:0.18 train_acc:0.96 test_acc:0.94
Epoch 12% 	 train_loss:0.17 train_acc:0.96 test_acc:0.94
Epoch 13% 	 train_loss:0.16 train_acc:0.96 test_acc:0.94
Epoch 14% 	 train_loss:0.15 train_acc:0.97 test_acc:0.94
Epoch 15% 	 train_loss:0.15 train_acc:0.97 test_acc:0.94
Epoch 16% 	 train_loss:0.15 train_acc:0.97 test_acc:0.95
Epoch 17% 	 train_loss:0.14 train_acc:0.97 test_acc:0.95
Epoch 18% 	 train_loss:0.13 train_acc:0.97 test_acc:0.95
Epoch 19% 	 train_loss:0.13 train_acc:0.97 test_acc:0.95
time used = 88.21042966842651
Epoch 0% 	 train_loss:1.18 train_acc:0.66 test_acc:0.65
Epoch 1% 	 train_loss:0.58 train_acc:0.85 test_acc:0.81
Epoch 2% 	 train_loss:0.42 train_acc:0.90 test_acc:0.86
Epoch 3% 	 train_loss:0.33 train_acc:0.92 test_acc:0.88
Epoch 4% 	 train_loss:0.28 train_acc:0.94 test_acc:0.90
Epoch 5% 	 train_loss:0.25 train_acc:0.94 test_acc:0.91
Epoch 6% 	 train_loss:0.23 train_acc:0.95 test_acc:0.92
Epoch 7% 	 train_loss:0.20 train_acc:0.95 test_acc:0.92
Epoch 8% 	 train_loss:0.19 train_acc:0.96 test_acc:0.93
Epoch 9% 	 train_loss:0.18 train_acc:0.96 test_acc:0.93
Epoch 10% 	 train_loss:0.17 train_acc:0.96 test_acc:0.94
Epoch 11% 	 train_loss:0.16 train_acc:0.96 test_acc:0.94
Epoch 12% 	 train_loss:0.15 train_acc:0.97 test_acc:0.94
Epoch 13% 	 train_loss:0.15 train_acc:0.97 test_acc:0.94
Epoch 14% 	 train_loss:0.14 train_acc:0.97 test_acc:0.94
Epoch 15% 	 train_loss:0.14 train_acc:0.97 test_acc:0.94
Epoch 16% 	 train_loss:0.14 train_acc:0.97 test_acc:0.95
Epoch 17% 	 train_loss:0.13 train_acc:0.97 test_acc:0.95
Epoch 18% 	 train_loss:0.13 train_acc:0.97 test_acc:0.95
Epoch 19% 	 train_loss:0.12 train_acc:0.97 test_acc:0.95
time used = 99.32096409797668
dcore
running on cuda5
path=./exp_result_2048_2/mnist/DistanceCorrelation/main_task_acc.txt
Epoch 0% 	 train_loss:1.23 train_acc:0.79 test_acc:0.73
Epoch 1% 	 train_loss:0.55 train_acc:0.90 test_acc:0.84
Epoch 2% 	 train_loss:0.34 train_acc:0.92 test_acc:0.88
Epoch 3% 	 train_loss:0.26 train_acc:0.93 test_acc:0.89
Epoch 4% 	 train_loss:0.23 train_acc:0.94 test_acc:0.91
Epoch 5% 	 train_loss:0.20 train_acc:0.95 test_acc:0.91
Epoch 6% 	 train_loss:0.18 train_acc:0.96 test_acc:0.92
Epoch 7% 	 train_loss:0.17 train_acc:0.96 test_acc:0.92
Epoch 8% 	 train_loss:0.16 train_acc:0.96 test_acc:0.93
Epoch 9% 	 train_loss:0.15 train_acc:0.97 test_acc:0.93
Epoch 10% 	 train_loss:0.14 train_acc:0.96 test_acc:0.93
Epoch 11% 	 train_loss:0.13 train_acc:0.97 test_acc:0.94
Epoch 12% 	 train_loss:0.12 train_acc:0.96 test_acc:0.94
Epoch 13% 	 train_loss:0.11 train_acc:0.96 test_acc:0.94
Epoch 14% 	 train_loss:0.11 train_acc:0.97 test_acc:0.94
Epoch 15% 	 train_loss:0.10 train_acc:0.97 test_acc:0.94
Epoch 16% 	 train_loss:0.10 train_acc:0.97 test_acc:0.95
Epoch 17% 	 train_loss:0.09 train_acc:0.97 test_acc:0.95
Epoch 18% 	 train_loss:0.09 train_acc:0.97 test_acc:0.95
Epoch 19% 	 train_loss:0.08 train_acc:0.97 test_acc:0.95
time used = 88.48776483535767
Epoch 0% 	 train_loss:1.23 train_acc:0.79 test_acc:0.73
Epoch 1% 	 train_loss:0.55 train_acc:0.90 test_acc:0.84
Epoch 2% 	 train_loss:0.34 train_acc:0.92 test_acc:0.88
Epoch 3% 	 train_loss:0.26 train_acc:0.93 test_acc:0.89
Epoch 4% 	 train_loss:0.23 train_acc:0.94 test_acc:0.91
Epoch 5% 	 train_loss:0.20 train_acc:0.95 test_acc:0.91
Epoch 6% 	 train_loss:0.18 train_acc:0.96 test_acc:0.92
Epoch 7% 	 train_loss:0.17 train_acc:0.96 test_acc:0.92
Epoch 8% 	 train_loss:0.16 train_acc:0.96 test_acc:0.93
Epoch 9% 	 train_loss:0.15 train_acc:0.97 test_acc:0.93
Epoch 10% 	 train_loss:0.14 train_acc:0.96 test_acc:0.93
Epoch 11% 	 train_loss:0.13 train_acc:0.97 test_acc:0.94
Epoch 12% 	 train_loss:0.12 train_acc:0.96 test_acc:0.94
Epoch 13% 	 train_loss:0.11 train_acc:0.96 test_acc:0.94
Epoch 14% 	 train_loss:0.11 train_acc:0.97 test_acc:0.94
Epoch 15% 	 train_loss:0.10 train_acc:0.97 test_acc:0.94
Epoch 16% 	 train_loss:0.10 train_acc:0.97 test_acc:0.95
Epoch 17% 	 train_loss:0.09 train_acc:0.97 test_acc:0.95
Epoch 18% 	 train_loss:0.09 train_acc:0.97 test_acc:0.95
Epoch 19% 	 train_loss:0.08 train_acc:0.97 test_acc:0.95
time used = 95.01927828788757
Epoch 0% 	 train_loss:1.23 train_acc:0.79 test_acc:0.73
Epoch 1% 	 train_loss:0.55 train_acc:0.90 test_acc:0.84
Epoch 2% 	 train_loss:0.34 train_acc:0.92 test_acc:0.88
Epoch 3% 	 train_loss:0.26 train_acc:0.93 test_acc:0.89
Epoch 4% 	 train_loss:0.23 train_acc:0.94 test_acc:0.91
Epoch 5% 	 train_loss:0.20 train_acc:0.95 test_acc:0.91
Epoch 6% 	 train_loss:0.18 train_acc:0.96 test_acc:0.92
Epoch 7% 	 train_loss:0.17 train_acc:0.96 test_acc:0.92
Epoch 8% 	 train_loss:0.16 train_acc:0.96 test_acc:0.93
Epoch 9% 	 train_loss:0.15 train_acc:0.97 test_acc:0.93
Epoch 10% 	 train_loss:0.14 train_acc:0.96 test_acc:0.93
Epoch 11% 	 train_loss:0.13 train_acc:0.97 test_acc:0.94
Epoch 12% 	 train_loss:0.12 train_acc:0.96 test_acc:0.94
Epoch 13% 	 train_loss:0.11 train_acc:0.96 test_acc:0.94
Epoch 14% 	 train_loss:0.11 train_acc:0.97 test_acc:0.94
Epoch 15% 	 train_loss:0.10 train_acc:0.97 test_acc:0.94
Epoch 16% 	 train_loss:0.10 train_acc:0.97 test_acc:0.95
Epoch 17% 	 train_loss:0.09 train_acc:0.97 test_acc:0.95
Epoch 18% 	 train_loss:0.09 train_acc:0.97 test_acc:0.95
Epoch 19% 	 train_loss:0.08 train_acc:0.97 test_acc:0.95
time used = 92.00819230079651
25
w/o
running on cuda5
path=./exp_result_2048_25/mnist/main_task_acc.txt
Epoch 0% 	 train_loss:1.21 train_acc:0.74 test_acc:0.74
Epoch 1% 	 train_loss:0.62 train_acc:0.87 test_acc:0.84
Epoch 2% 	 train_loss:0.41 train_acc:0.92 test_acc:0.88
Epoch 3% 	 train_loss:0.32 train_acc:0.93 test_acc:0.90
Epoch 4% 	 train_loss:0.28 train_acc:0.94 test_acc:0.91
Epoch 5% 	 train_loss:0.26 train_acc:0.94 test_acc:0.92
Epoch 6% 	 train_loss:0.24 train_acc:0.95 test_acc:0.93
Epoch 7% 	 train_loss:0.23 train_acc:0.95 test_acc:0.93
Epoch 8% 	 train_loss:0.22 train_acc:0.96 test_acc:0.93
Epoch 9% 	 train_loss:0.21 train_acc:0.96 test_acc:0.94
Epoch 10% 	 train_loss:0.20 train_acc:0.96 test_acc:0.94
Epoch 11% 	 train_loss:0.19 train_acc:0.96 test_acc:0.95
Epoch 12% 	 train_loss:0.18 train_acc:0.96 test_acc:0.95
Epoch 13% 	 train_loss:0.18 train_acc:0.97 test_acc:0.95
Epoch 14% 	 train_loss:0.17 train_acc:0.97 test_acc:0.95
Epoch 15% 	 train_loss:0.16 train_acc:0.97 test_acc:0.95
Epoch 16% 	 train_loss:0.16 train_acc:0.97 test_acc:0.95
Epoch 17% 	 train_loss:0.15 train_acc:0.97 test_acc:0.96
Epoch 18% 	 train_loss:0.15 train_acc:0.97 test_acc:0.96
Epoch 19% 	 train_loss:0.14 train_acc:0.97 test_acc:0.96
time used = 147.39154839515686
Epoch 0% 	 train_loss:1.02 train_acc:0.82 test_acc:0.76
Epoch 1% 	 train_loss:0.52 train_acc:0.89 test_acc:0.85
Epoch 2% 	 train_loss:0.36 train_acc:0.91 test_acc:0.88
Epoch 3% 	 train_loss:0.30 train_acc:0.93 test_acc:0.90
Epoch 4% 	 train_loss:0.26 train_acc:0.95 test_acc:0.91
Epoch 5% 	 train_loss:0.24 train_acc:0.95 test_acc:0.92
Epoch 6% 	 train_loss:0.22 train_acc:0.95 test_acc:0.92
Epoch 7% 	 train_loss:0.21 train_acc:0.96 test_acc:0.93
Epoch 8% 	 train_loss:0.20 train_acc:0.96 test_acc:0.93
Epoch 9% 	 train_loss:0.19 train_acc:0.96 test_acc:0.94
Epoch 10% 	 train_loss:0.18 train_acc:0.96 test_acc:0.94
Epoch 11% 	 train_loss:0.17 train_acc:0.96 test_acc:0.94
Epoch 12% 	 train_loss:0.17 train_acc:0.97 test_acc:0.94
Epoch 13% 	 train_loss:0.16 train_acc:0.97 test_acc:0.95
Epoch 14% 	 train_loss:0.15 train_acc:0.97 test_acc:0.95
Epoch 15% 	 train_loss:0.15 train_acc:0.97 test_acc:0.95
Epoch 16% 	 train_loss:0.14 train_acc:0.97 test_acc:0.95
Epoch 17% 	 train_loss:0.14 train_acc:0.97 test_acc:0.95
Epoch 18% 	 train_loss:0.13 train_acc:0.97 test_acc:0.96
Epoch 19% 	 train_loss:0.13 train_acc:0.97 test_acc:0.96
time used = 115.54498815536499
Epoch 0% 	 train_loss:1.17 train_acc:0.76 test_acc:0.72
Epoch 1% 	 train_loss:0.60 train_acc:0.88 test_acc:0.84
Epoch 2% 	 train_loss:0.40 train_acc:0.92 test_acc:0.88
Epoch 3% 	 train_loss:0.32 train_acc:0.93 test_acc:0.90
Epoch 4% 	 train_loss:0.28 train_acc:0.94 test_acc:0.91
Epoch 5% 	 train_loss:0.25 train_acc:0.94 test_acc:0.92
Epoch 6% 	 train_loss:0.24 train_acc:0.95 test_acc:0.92
Epoch 7% 	 train_loss:0.22 train_acc:0.95 test_acc:0.93
Epoch 8% 	 train_loss:0.21 train_acc:0.96 test_acc:0.93
Epoch 9% 	 train_loss:0.20 train_acc:0.96 test_acc:0.93
Epoch 10% 	 train_loss:0.19 train_acc:0.96 test_acc:0.94
Epoch 11% 	 train_loss:0.18 train_acc:0.96 test_acc:0.94
Epoch 12% 	 train_loss:0.18 train_acc:0.97 test_acc:0.94
Epoch 13% 	 train_loss:0.17 train_acc:0.97 test_acc:0.94
Epoch 14% 	 train_loss:0.17 train_acc:0.97 test_acc:0.95
Epoch 15% 	 train_loss:0.16 train_acc:0.97 test_acc:0.95
Epoch 16% 	 train_loss:0.15 train_acc:0.97 test_acc:0.95
Epoch 17% 	 train_loss:0.15 train_acc:0.97 test_acc:0.95
Epoch 18% 	 train_loss:0.14 train_acc:0.97 test_acc:0.95
Epoch 19% 	 train_loss:0.14 train_acc:0.97 test_acc:0.96
time used = 142.6464385986328
DP-L
running on cuda5
path=./exp_result_2048_25/mnist/Laplace/main_task_acc.txt
Epoch 0% 	 train_loss:1.21 train_acc:0.74 test_acc:0.74
Epoch 1% 	 train_loss:0.62 train_acc:0.87 test_acc:0.84
Epoch 2% 	 train_loss:0.41 train_acc:0.92 test_acc:0.88
Epoch 3% 	 train_loss:0.32 train_acc:0.93 test_acc:0.90
Epoch 4% 	 train_loss:0.28 train_acc:0.94 test_acc:0.91
Epoch 5% 	 train_loss:0.26 train_acc:0.94 test_acc:0.92
Epoch 6% 	 train_loss:0.24 train_acc:0.95 test_acc:0.93
Epoch 7% 	 train_loss:0.23 train_acc:0.95 test_acc:0.93
Epoch 8% 	 train_loss:0.22 train_acc:0.96 test_acc:0.93
Epoch 9% 	 train_loss:0.21 train_acc:0.96 test_acc:0.94
Epoch 10% 	 train_loss:0.20 train_acc:0.96 test_acc:0.94
Epoch 11% 	 train_loss:0.19 train_acc:0.96 test_acc:0.95
Epoch 12% 	 train_loss:0.18 train_acc:0.96 test_acc:0.95
Epoch 13% 	 train_loss:0.18 train_acc:0.96 test_acc:0.95
Epoch 14% 	 train_loss:0.17 train_acc:0.97 test_acc:0.95
Epoch 15% 	 train_loss:0.16 train_acc:0.97 test_acc:0.95
Epoch 16% 	 train_loss:0.16 train_acc:0.97 test_acc:0.96
Epoch 17% 	 train_loss:0.15 train_acc:0.97 test_acc:0.96
Epoch 18% 	 train_loss:0.15 train_acc:0.97 test_acc:0.96
Epoch 19% 	 train_loss:0.14 train_acc:0.97 test_acc:0.96
time used = 180.32073211669922
Epoch 0% 	 train_loss:1.29 train_acc:0.72 test_acc:0.70
Epoch 1% 	 train_loss:0.65 train_acc:0.87 test_acc:0.83
Epoch 2% 	 train_loss:0.43 train_acc:0.90 test_acc:0.87
Epoch 3% 	 train_loss:0.34 train_acc:0.92 test_acc:0.89
Epoch 4% 	 train_loss:0.30 train_acc:0.93 test_acc:0.90
Epoch 5% 	 train_loss:0.27 train_acc:0.94 test_acc:0.91
Epoch 6% 	 train_loss:0.25 train_acc:0.94 test_acc:0.92
Epoch 7% 	 train_loss:0.23 train_acc:0.95 test_acc:0.93
Epoch 8% 	 train_loss:0.22 train_acc:0.95 test_acc:0.93
Epoch 9% 	 train_loss:0.21 train_acc:0.96 test_acc:0.94
Epoch 10% 	 train_loss:0.20 train_acc:0.96 test_acc:0.94
Epoch 11% 	 train_loss:0.19 train_acc:0.96 test_acc:0.94
Epoch 12% 	 train_loss:0.18 train_acc:0.97 test_acc:0.94
Epoch 13% 	 train_loss:0.18 train_acc:0.97 test_acc:0.95
Epoch 14% 	 train_loss:0.17 train_acc:0.97 test_acc:0.95
Epoch 15% 	 train_loss:0.16 train_acc:0.97 test_acc:0.95
Epoch 16% 	 train_loss:0.16 train_acc:0.97 test_acc:0.95
Epoch 17% 	 train_loss:0.15 train_acc:0.97 test_acc:0.95
Epoch 18% 	 train_loss:0.15 train_acc:0.97 test_acc:0.96
Epoch 19% 	 train_loss:0.14 train_acc:0.97 test_acc:0.96
time used = 180.04719066619873
Epoch 0% 	 train_loss:1.27 train_acc:0.72 test_acc:0.71
Epoch 1% 	 train_loss:0.64 train_acc:0.87 test_acc:0.84
Epoch 2% 	 train_loss:0.42 train_acc:0.91 test_acc:0.88
Epoch 3% 	 train_loss:0.33 train_acc:0.93 test_acc:0.90
Epoch 4% 	 train_loss:0.29 train_acc:0.94 test_acc:0.91
Epoch 5% 	 train_loss:0.26 train_acc:0.94 test_acc:0.91
Epoch 6% 	 train_loss:0.25 train_acc:0.95 test_acc:0.92
Epoch 7% 	 train_loss:0.23 train_acc:0.95 test_acc:0.92
Epoch 8% 	 train_loss:0.22 train_acc:0.95 test_acc:0.93
Epoch 9% 	 train_loss:0.21 train_acc:0.96 test_acc:0.93
Epoch 10% 	 train_loss:0.20 train_acc:0.96 test_acc:0.94
Epoch 11% 	 train_loss:0.19 train_acc:0.96 test_acc:0.94
Epoch 12% 	 train_loss:0.18 train_acc:0.96 test_acc:0.94
Epoch 13% 	 train_loss:0.18 train_acc:0.97 test_acc:0.95
Epoch 14% 	 train_loss:0.17 train_acc:0.97 test_acc:0.95
Epoch 15% 	 train_loss:0.17 train_acc:0.97 test_acc:0.95
Epoch 16% 	 train_loss:0.16 train_acc:0.97 test_acc:0.95
Epoch 17% 	 train_loss:0.15 train_acc:0.97 test_acc:0.95
Epoch 18% 	 train_loss:0.15 train_acc:0.97 test_acc:0.95
Epoch 19% 	 train_loss:0.14 train_acc:0.98 test_acc:0.96
time used = 178.32896733283997
dcore
running on cuda5
path=./exp_result_2048_25/mnist/DistanceCorrelation/main_task_acc.txt
Epoch 0% 	 train_loss:nan train_acc:0.10 test_acc:0.10
Epoch 1% 	 train_loss:nan train_acc:0.10 test_acc:0.10
